id,ImageID,PredictionString_pred
1474,sylhet4_6018,"0.0 0.9101890325546265 0.6455443575978279 0.23213347792625427 0.15810082852840424 0.29247599840164185,3.0 0.7738505601882935 0.8294283598661423 0.25566432997584343 0.1334175169467926 0.12092683464288712,0.0 0.6898713111877441 0.487233960069716 0.2913749385625124 0.024906350299715996 0.05015191063284874,7.0 0.601908266544342 0.9688712153583765 0.2585493326187134 0.02946726605296135 0.12692803144454956"
1475,sylhet4_23069,"9.0 0.8656113147735596 0.858051560819149 0.13601087778806686 0.09519024193286896 0.20610465109348297,9.0 0.8602662086486816 0.637591727077961 0.16810691729187965 0.05185101926326752 0.12366005033254623,0.0 0.745617151260376 0.6182334097102284 0.17254259064793587 0.025942867621779442 0.0635317787528038,6.0 0.7080440521240234 0.7360777882859111 0.18258462846279144 0.029857510700821877 0.08845898509025574,7.0 0.6822023391723633 0.9535283707082272 0.11637039482593536 0.04647166281938553 0.23702022433280945,7.0 0.6023551225662231 0.7373831141740084 0.15477783232927322 0.02721443399786949 0.09235294163227081,7.0 0.5736730098724365 0.7626433372497559 0.15525232255458832 0.034183502197265625 0.12708503007888794"
1476,sylhet2_20591,"9.0 0.953980028629303 0.4517502337694168 0.08009184896945953 0.15171751379966736 0.4149838387966156,0.0 0.9464839696884155 0.5872901380062103 0.13785894960165024 0.08988088369369507 0.19753049314022064,9.0 0.8644832968711853 0.7626639567315578 0.14545411616563797 0.09872818738222122 0.23060111701488495,7.0 0.8469957113265991 0.8103162981569767 0.11505288630723953 0.050585560500621796 0.20650361478328705,7.0 0.7992504835128784 0.9595905896276236 0.1557006761431694 0.0400569923222065 0.23915709555149078,7.0 0.6600097417831421 0.6937732212245464 0.17039823532104492 0.020499803125858307 0.09706905484199524,7.0 0.644978404045105 0.781338868662715 0.144557923078537 0.03813457861542702 0.16251984238624573"
1477,maowa_expressway2_16284,3.0 0.7236248254776001 0.38687713257968426 0.5733076184988022 0.026535067707300186 0.035048872232437134
1478,chuadanga_sirajganj1_17340,0 0 0 0 0 0
1479,mymensingh3_2929,"9.0 0.9504355788230896 0.2107560858130455 0.025430798530578613 0.21274830400943756 0.5951066613197327,0.0 0.8955873250961304 0.6705702096223831 0.00919833779335022 0.32942983508110046 0.925212562084198,0.0 0.8580907583236694 0.15272067673504353 0.14807744324207306 0.0591677688062191 0.1479550004005432,9.0 0.5196412801742554 0.3821454271674156 0.14502804726362228 0.03301449120044708 0.1361638754606247"
1480,dhaka_night3_43601,2.0 0.9654623866081238 0.3039747327566147 0.23713263869285583 0.3417549431324005 0.7087602019309998
1481,sherpur3_1537,"9.0 0.8538387417793274 0.32601435109972954 0.6292269974946976 0.07720527797937393 0.1192609965801239,9.0 0.8537008762359619 0.8820053301751614 0.41888080537319183 0.11670876294374466 0.4358856976032257,0.0 0.8028257489204407 0.5953870341181755 0.5133439525961876 0.10113920271396637 0.21479208767414093,0.0 0.784555971622467 0.0010868757963180542 0.4462343752384186 0.1345956176519394 0.5526980757713318,0.0 0.6918703317642212 0.5315282791852951 0.5134769231081009 0.0675148069858551 0.16921064257621765,0.0 0.6697049736976624 0.3676772229373455 0.5516351833939552 0.05767879635095596 0.1428648680448532,0.0 0.6421265602111816 0.11100585758686066 0.4984186440706253 0.1411340832710266 0.3884216248989105,0.0 0.6308668255805969 0.44380809366703033 0.5080524012446404 0.08227196335792542 0.19450987875461578,11.0 0.6292763948440552 0.25623098388314247 0.5509644746780396 0.07086329907178879 0.16925048828125"
1482,mymensingh5_8378,"9.0 0.9138721823692322 0.05608370900154114 0.0 0.2741782069206238 0.6622143387794495,9.0 0.8991804122924805 0.34987200796604156 0.014382153749465942 0.3006974160671234 0.6779946684837341,9.0 0.8855307698249817 0.6728669852018356 0.003673732280731201 0.325033575296402 0.7634159922599792,9.0 0.8363038301467896 0.2773401290178299 0.07716044038534164 0.07913914322853088 0.23005197942256927,7.0 0.6354891657829285 0.3955378495156765 0.006923303008079529 0.08995629101991653 0.39147818088531494,7.0 0.6236741542816162 0.4600028023123741 0.007204189896583557 0.14529569447040558 0.49914833903312683"
1483,dhaka_night3_8201,"3.0 0.5988438129425049 0.2918526753783226 0.6276098191738129 0.15808410942554474 0.252613365650177,11.0 0.5735671520233154 0.3506087511777878 0.5584700703620911 0.12321701645851135 0.22485339641571045"
1484,sherpur3_2755,"0.0 0.6471669673919678 0.3991993358358741 0.5407819785177708 0.020359518006443977 0.05208706110715866,6.0 0.6248058080673218 0.453583805821836 0.5688590705394745 0.024096013978123665 0.06479853391647339"
1485,mymensingh1_17201,"9.0 0.9496274590492249 0.12122931331396103 0.14420154690742493 0.14549674093723297 0.3826102614402771,0.0 0.651216447353363 0.3157429024577141 0.21182934194803238 0.04083986580371857 0.10305969417095184"
1486,mymensingh1_85504,"0.0 0.9243364930152893 0.2550162598490715 0.07552021741867065 0.1994144469499588 0.5717127919197083,3.0 0.9087284803390503 0.09187763929367065 0.212064977735281 0.07443216443061829 0.10708976536989212,0.0 0.8812116384506226 0.5419348105788231 0.10712499916553497 0.1816226989030838 0.44119688868522644,6.0 0.7707999348640442 0.4505832064896822 0.2129773497581482 0.06232776865363121 0.09457117319107056,0.0 0.656432032585144 0.21522990986704826 0.1376846730709076 0.05894050747156143 0.2641547918319702,6.0 0.6494598388671875 0.46291000209748745 0.20946341007947922 0.04589824751019478 0.09286142885684967,9.0 0.5424211621284485 0.5132331196218729 0.23701652139425278 0.04033149406313896 0.07346446812152863,7.0 0.5130388140678406 0.6172191575169563 0.17154757678508759 0.08896230161190033 0.2738436758518219"
1487,khulna4_44340,"0.0 0.9368407726287842 0.665708601474762 0.09807794541120529 0.10636234283447266 0.23245833814144135,7.0 0.9057378768920898 0.7630845904350281 0.0011403560638427734 0.23250293731689453 0.9844675660133362,0.0 0.7494566440582275 0.8039213269948959 0.00538557767868042 0.19607868790626526 0.9867908358573914"
1488,mymensingh2_6960,"7.0 0.8849924206733704 0.22524050623178482 0.12772132456302643 0.07098118960857391 0.349563866853714,7.0 0.8472581505775452 0.42013799399137497 0.17472697794437408 0.03636379539966583 0.19674232602119446,0.0 0.7984075546264648 0.7677194233983755 0.24347029998898506 0.03526763990521431 0.08457460254430771,0.0 0.6394796967506409 0.7035647388547659 0.2417551763355732 0.025004196912050247 0.05667944997549057,0.0 0.6348457336425781 0.0024176910519599915 0.0 0.16808806359767914 0.9968963265419006,7.0 0.6143617033958435 0.4613497834652662 0.19006909430027008 0.03882217779755592 0.15438410639762878"
1489,dhaka2_31680,"9.0 0.9236405491828918 0.3080572858452797 0.431218683719635 0.15290425717830658 0.40905487537384033,3.0 0.9191706776618958 0.001127287745475769 0.5460142493247986 0.2182912528514862 0.3214380741119385,11.0 0.8904314637184143 0.5065008699893951 0.19614088535308838 0.3027380108833313 0.6377953290939331,0.0 0.8522189259529114 0.25742850266397 0.5269521847367287 0.05710028484463692 0.10967712104320526,11.0 0.8512368202209473 0.429241381585598 0.4236723631620407 0.08505173027515411 0.2017526924610138,0.0 0.5003058910369873 0.4330457076430321 0.4248610883951187 0.0801507979631424 0.1955249011516571"
1490,sylhet2_11446,"3.0 0.9018181562423706 0.3803036194294691 0.21544502303004265 0.061783317476511 0.0964762344956398,9.0 0.8861564993858337 0.3085365016013384 0.2032686248421669 0.04700648412108421 0.11181966960430145,6.0 0.8177486658096313 0.051454149186611176 0.22100834548473358 0.06780990958213806 0.12604644894599915,7.0 0.6812206506729126 0.19424902461469173 0.18419380486011505 0.03547077253460884 0.1758004128932953,0.0 0.6530547142028809 0.43810862861573696 0.20392582938075066 0.025921154767274857 0.06011674553155899,7.0 0.5418276786804199 0.1010654978454113 0.18705330416560173 0.027561761438846588 0.10383234173059464"
1491,chittagong_bohoddarhat1_3894,"0.0 0.8843402862548828 0.33694981038570404 0.39659976959228516 0.1538972556591034 0.3302733898162842,0.0 0.8496105074882507 0.4844925981014967 0.48924029991030693 0.04522419348359108 0.11840210109949112"
1492,maowa_expressway2_40710,0.0 0.8281676769256592 0.3443394564092159 0.6474980153143406 0.03685099631547928 0.09303080290555954
1493,dhaka3_6060,"3.0 0.884349524974823 0.48990547098219395 0.4890114441514015 0.05198539420962334 0.09141568839550018,3.0 0.871364176273346 0.3196275345981121 0.531663216650486 0.08480791002511978 0.11100248992443085,9.0 0.822615921497345 0.2642184663563967 0.5293530113995075 0.04174413904547691 0.11647095531225204,11.0 0.7295594811439514 0.43311102874577045 0.49274034053087234 0.05783882364630699 0.11181877553462982,3.0 0.7290382981300354 0.12457174807786942 0.5614284388720989 0.04607529938220978 0.06386611610651016,7.0 0.6503538489341736 0.08702483866363764 0.541422039270401 0.020866109058260918 0.10989707708358765,3.0 0.6240752339363098 0.1225786879658699 0.5624774061143398 0.067491814494133 0.06061650067567825,7.0 0.6048956513404846 0.004570638760924339 0.5399897024035454 0.030660483986139297 0.13171471655368805,7.0 0.5627787113189697 0.11030159518122673 0.5499180220067501 0.022239305078983307 0.09859878569841385"
1494,dhaka2_10800,"9.0 0.852453887462616 0.3182633388787508 0.4660394676029682 0.03470363840460777 0.0864657387137413,3.0 0.5072714686393738 0.36910415813326836 0.4752813130617142 0.022354699671268463 0.03643527626991272"
1495,chittagong_night1_4650,"0.0 0.9152408242225647 0.7552895024418831 0.05465540289878845 0.24081002175807953 0.43540531396865845,0.0 0.7941886186599731 0.36873926781117916 0.17960895597934723 0.06000687554478645 0.13514938950538635,3.0 0.6257501840591431 0.4647062383592129 0.10769951343536377 0.12207890301942825 0.25809112191200256"
1496,dhaka_night3_7198,"11.0 0.9354245662689209 0.7928927540779114 0.42261435091495514 0.2071073055267334 0.4959361255168915,11.0 0.8546518683433533 0.5288988798856735 0.5737454295158386 0.1172737181186676 0.17282867431640625,3.0 0.853089451789856 0.30797112733125687 0.6431886404752731 0.17084990441799164 0.28624334931373596,11.0 0.7420077323913574 0.4187686312943697 0.5918169543147087 0.056241896003484726 0.1049889475107193"
1497,chuadanga_sirajganj1_26340,0 0 0 0 0 0
1498,dhaka_night3_39884,11.0 0.9750139713287354 0.41090966388583183 0.7089036405086517 0.05283508449792862 0.13586527109146118
1499,sylhet4_43129,"0.0 0.9515304565429688 0.0 0.0 0.5872737765312195 0.9884913563728333,0.0 0.9188163876533508 0.7916049584746361 0.0110853910446167 0.2083950787782669 0.6845531463623047,3.0 0.890331506729126 0.5894960463047028 0.08113202452659607 0.18982583284378052 0.3255085051059723,7.0 0.7132553458213806 0.7304166667163372 0.06946031749248505 0.09205494076013565 0.43640807271003723"
1500,mymensingh3_232,"9.0 0.9463436603546143 0.10330282151699066 0.00018018484115600586 0.36906537413597107 0.8584250807762146,9.0 0.888317883014679 0.030975177884101868 0.024069473147392273 0.1366460621356964 0.470570832490921,9.0 0.8298943042755127 0.7712672427296638 0.03928560018539429 0.2167125791311264 0.48393476009368896,0.0 0.8296020030975342 0.4294922649860382 0.07466568797826767 0.09118640422821045 0.22345905005931854,7.0 0.7896320819854736 0.8705087527632713 0.031502529978752136 0.09287948906421661 0.3306884765625,9.0 0.683814287185669 0.5231113508343697 0.08182910084724426 0.14233075082302094 0.2640601694583893,7.0 0.5600602626800537 0.621122632175684 0.1377101168036461 0.051699452102184296 0.2113962322473526"
1501,chittagong_night1_19260,"3.0 0.8719767332077026 0.41422513127326965 0.594095379114151 0.38276129961013794 0.40476757287979126,2.0 0.7517134547233582 0.5239459052681923 0.45984040945768356 0.14592652022838593 0.1585778146982193,0.0 0.7241968512535095 0.35949393920600414 0.6687050312757492 0.0608673132956028 0.1888987123966217,3.0 0.7171399593353271 0.0007505416870117188 0.6239944845438004 0.113204725086689 0.3682321012020111,7.0 0.7104702591896057 0.10081888362765312 0.6282323151826859 0.07058081775903702 0.28784748911857605,6.0 0.6342878937721252 0.2973622903227806 0.799500972032547 0.06527246534824371 0.16691702604293823"
1502,chuadanga_sirajganj1_22260,0 0 0 0 0 0
1503,khulna4_42240,"0.0 0.930770993232727 0.4898553043603897 0.01566070318222046 0.3057558238506317 0.6674798727035522,7.0 0.9270869493484497 0.8061539530754089 0.008731752634048462 0.19248008728027344 0.9688171744346619,0.0 0.6141429543495178 0.8606382384896278 0.004797697067260742 0.1386907547712326 0.9774648547172546"
1504,sylhet1_62352,"0.0 0.904567301273346 0.5080858692526817 0.30234111845493317 0.053796008229255676 0.1132071316242218,7.0 0.8928612470626831 0.4303004425019026 0.27326924353837967 0.03684616461396217 0.2410050481557846,7.0 0.7154240012168884 0.0 0.08183333277702332 0.21921369433403015 0.9136647582054138,7.0 0.6877021193504333 0.3903379049152136 0.2601955682039261 0.048872727900743484 0.2566142976284027,3.0 0.6734375357627869 0.4778161458671093 0.30657534301280975 0.03388509899377823 0.06826773285865784,0.0 0.576242983341217 0.8764895163476467 0.25719761848449707 0.1233367994427681 0.21227961778640747,11.0 0.5760765075683594 0.2608875334262848 0.16395516693592072 0.1428927183151245 0.3506051003932953"
1505,sherpur1_4437,"0.0 0.822192907333374 0.4106242284178734 0.5512872152030468 0.042275622487068176 0.10161522775888443,7.0 0.7440000772476196 0.213740061968565 0.5023355782032013 0.11628339439630508 0.33615297079086304,6.0 0.6632641553878784 0.2230067104101181 0.7120674848556519 0.09574338793754578 0.25493383407592773"
1506,sherpur1_6206,"0.0 0.7498525381088257 0.3958637174218893 0.5777724739164114 0.016193676739931107 0.04023544862866402,0.0 0.5412887930870056 0.34430701890960336 0.5779189523309469 0.014353307895362377 0.03423439338803291"
1507,dhaka_night3_60180,11.0 0.6760061383247375 0.5252091586589813 0.5785334780812263 0.18923646211624146 0.21221505105495453
1508,khulna7_13500,"7.0 0.9838432669639587 0.7264900654554367 0.3715605139732361 0.2735098898410797 0.6284395456314087,0.0 0.7925487756729126 0.7081194166094065 0.3004201762378216 0.03217334672808647 0.06525412946939468,2.0 0.7448686361312866 0.7437692638486624 0.2498909793794155 0.0507543571293354 0.11057604104280472,0.0 0.6410166025161743 0.757462628185749 0.002682417631149292 0.24087010324001312 0.9933097958564758,0.0 0.5044113397598267 0.8068399662151933 0.3042884077876806 0.02801056019961834 0.06007095053792"
1509,chittagong_night1_2550,"0.0 0.8628717660903931 0.4369906932115555 0.623342975974083 0.11823216080665588 0.2707567512989044,0.0 0.8489212989807129 0.6311209816485643 0.6808896362781525 0.046179648488759995 0.11112433671951294"
1510,khulna4_34770,"0.0 0.8411571383476257 0.8411003351211548 0.19548052549362183 0.06246471405029297 0.1260334849357605,0.0 0.753933310508728 0.7497096061706543 0.19661954045295715 0.05848217010498047 0.12514114379882812,7.0 0.7079752087593079 0.807438743300736 0.20241012424230576 0.018370246514678 0.11484231054782867,7.0 0.6639813780784607 0.8609396070241928 0.0 0.13906040787696838 0.9259388446807861"
1511,mymensingh5_826,"9.0 0.904164731502533 0.9074131473898888 0.038757652044296265 0.09188385307788849 0.4687424302101135,9.0 0.759756326675415 0.36258425936102867 0.12650688737630844 0.038225241005420685 0.09720928966999054,3.0 0.6773123145103455 0.30832705460488796 0.15166287124156952 0.035512734204530716 0.05497249960899353"
1512,khulna7_2070,"7.0 0.9771676659584045 0.7056438624858856 0.30113115906715393 0.29435616731643677 0.6947000622749329,0.0 0.921775221824646 0.44373657554388046 0.05705222487449646 0.17996235191822052 0.5079371333122253,0.0 0.8696274161338806 0.6852182392030954 0.21254678815603256 0.05380554124712944 0.15433986485004425,0.0 0.8048752546310425 0.6354230046272278 0.225913368165493 0.03144025802612305 0.09882117807865143,0.0 0.6791102886199951 0.7697401288896799 0.22439752519130707 0.05344505235552788 0.18844571709632874,0.0 0.6296840906143188 0.7803900837898254 0.0033572018146514893 0.21853065490722656 0.9858179092407227"
1513,dhaka3_7260,"3.0 0.9610924124717712 0.26677654683589935 0.23060619831085205 0.3415584862232208 0.6279209852218628,0.0 0.9074115753173828 0.18335464596748352 0.45248962938785553 0.09049412608146667 0.22835871577262878,3.0 0.8666179776191711 0.021098457276821136 0.5173381939530373 0.15890328586101532 0.15576188266277313"
1514,chittagong_night1_15000,11.0 0.7262358665466309 0.23999077826738358 0.6042306870222092 0.23759160935878754 0.3103947937488556
1515,dhaka_night3_22243,"3.0 0.7752764821052551 0.43909652903676033 0.681208074092865 0.06366851180791855 0.09336411952972412,0.0 0.6854521036148071 0.27514592930674553 0.6658779233694077 0.07284412533044815 0.12424841523170471,6.0 0.5070290565490723 0.057761840522289276 0.7789540365338326 0.14953826367855072 0.2153082937002182"
1516,dhaka2_1320,"2.0 0.9516268968582153 0.001059219241142273 0.13516393303871155 0.2972939908504486 0.6832408905029297,2.0 0.9184026718139648 0.33925800770521164 0.3162442594766617 0.1614147573709488 0.33249446749687195,6.0 0.8198339343070984 0.32366524264216423 0.5591838732361794 0.05238065868616104 0.14863280951976776,7.0 0.7931162118911743 0.32569524459540844 0.5012522041797638 0.04805279150605202 0.16151326894760132,3.0 0.759610116481781 0.49430793430656195 0.5226233880966902 0.027289392426609993 0.05928904190659523,7.0 0.7231748700141907 0.2921996405348182 0.5216062590479851 0.02203560061752796 0.12234355509281158"
1517,khulna7_20970,"7.0 0.928226888179779 0.7416089922189713 0.018379032611846924 0.25710758566856384 0.968865156173706,0.0 0.8779610395431519 0.7331620454788208 0.24418730661273003 0.047324180603027344 0.10438279062509537,0.0 0.7255920171737671 0.8004677519202232 0.015254348516464233 0.19953222572803497 0.9788803458213806"
1518,sylhet2_7434,"7.0 0.9348224997520447 0.5236184448003769 0.06464618444442749 0.13973215222358704 0.503768801689148,7.0 0.8729971051216125 0.05189134553074837 0.022561192512512207 0.10964081436395645 0.6722694635391235,6.0 0.7882777452468872 0.7073402777314186 0.22642216086387634 0.1511027067899704 0.34843868017196655,9.0 0.7626675367355347 0.10923199355602264 0.0584578812122345 0.18839630484580994 0.5283105969429016,6.0 0.7362098693847656 0.5255766734480858 0.28020571172237396 0.13501186668872833 0.4377725422382355,7.0 0.7265682816505432 0.31415596324950457 0.1193772554397583 0.02833659015595913 0.16049927473068237,7.0 0.70156329870224 0.9670542702078819 0.1404644399881363 0.03294582664966583 0.415272980928421,9.0 0.6739189028739929 0.8477745614945889 0.2611652538180351 0.11911965161561966 0.1644468456506729,7.0 0.6726114749908447 0.28750052582472563 0.11974240839481354 0.030024657025933266 0.16185587644577026,7.0 0.6003103256225586 0.7177082523703575 0.10879901051521301 0.13280589878559113 0.3772352337837219"
1519,rajshahi3_1140,"9.0 0.8704670071601868 0.2433175891637802 0.44056572020053864 0.09838709235191345 0.1353912055492401,9.0 0.7000590562820435 0.3658645488321781 0.34765541926026344 0.03324972838163376 0.08964180201292038"
1520,mymensingh2_3074,"0.0 0.8997224569320679 0.6279876679182053 0.011414259672164917 0.22502651810646057 0.6058796048164368,0.0 0.8913869261741638 0.488481268286705 0.1398354172706604 0.10679665207862854 0.3011496067047119,7.0 0.8683966398239136 0.32028600946068764 0.20736927539110184 0.0364760085940361 0.19283442199230194,9.0 0.8661352396011353 0.8631140813231468 0.16689657047390938 0.05048103630542755 0.12027039378881454,7.0 0.7857978940010071 0.14004717022180557 0.13525480031967163 0.15901263058185577 0.6465973854064941,0.0 0.6722756028175354 0.601345207542181 0.1888192854821682 0.032047338783741 0.10173068195581436,7.0 0.5191613435745239 0.39977069199085236 0.20503166317939758 0.027632683515548706 0.13016027212142944"
1521,rajshahi5_1860,"1.0 0.8492449522018433 0.6662254445254803 0.705453671514988 0.06543979793787003 0.15318672358989716,0.0 0.8196389675140381 0.3372208708897233 0.6205860897898674 0.027528954669833183 0.07704950869083405,7.0 0.7913702130317688 0.6665467619895935 0.6273840293288231 0.05660533905029297 0.18724043667316437,7.0 0.6944828033447266 0.25431904196739197 0.6320092491805553 0.03955960273742676 0.12144521623849869,6.0 0.6793740391731262 0.5524628758430481 0.6973509453237057 0.03867816925048828 0.1099514439702034,7.0 0.6467962265014648 0.5514695048332214 0.6440417841076851 0.03967094421386719 0.12108395993709564,6.0 0.5046175718307495 0.2572489194571972 0.693664588034153 0.034270383417606354 0.09428982436656952"
1522,dhaka_night3_52569,0 0 0 0 0 0
1523,chittagong_night1_16200,"0.0 0.7823105454444885 0.5063989497721195 0.1699281483888626 0.05119305104017258 0.12563103437423706,6.0 0.5158550143241882 0.41605368070304394 0.2486540786921978 0.04442978277802467 0.10625550895929337,7.0 0.5155946612358093 0.41157066635787487 0.13324514776468277 0.050995830446481705 0.17106671631336212,0.0 0.5088100433349609 0.37432199716567993 0.17660276591777802 0.041243016719818115 0.09667426347732544"
1524,dhaka2_14340,"3.0 0.8451892137527466 0.3816555794328451 0.5213637687265873 0.049863625317811966 0.0785861536860466,3.0 0.8343961238861084 0.2955161612480879 0.5299269184470177 0.06107235327363014 0.09065432846546173,6.0 0.7571349143981934 0.00026009976863861084 0.6403802782297134 0.10581926256418228 0.35961970686912537,11.0 0.6229981780052185 0.6092582754790783 0.46632523089647293 0.07215360552072525 0.12670265138149261"
1525,khulna7_4410,"7.0 0.9819337725639343 0.7170053273439407 0.25353172421455383 0.28299471735954285 0.7430431246757507,0.0 0.8791201114654541 0.5230328924953938 0.10817138850688934 0.11114826053380966 0.28867366909980774,0.0 0.8358376026153564 0.7156168334186077 0.19740871712565422 0.03461132198572159 0.0736507847905159,0.0 0.56405109167099 0.7912877053022385 0.006088942289352417 0.20658817887306213 0.9882147908210754"
1526,mymensingh2_5800,"9.0 0.9312372803688049 0.43182309716939926 0.13168562948703766 0.1055542379617691 0.2981679141521454,7.0 0.8692559003829956 0.3488091677427292 0.13952875137329102 0.04950997233390808 0.259222149848938,7.0 0.8406636714935303 0.037071481347084045 0.12605376541614532 0.07959026098251343 0.3400273025035858,7.0 0.8262110352516174 0.20364504680037498 0.10576803982257843 0.08506012707948685 0.3820327818393707,9.0 0.8112800121307373 0.6682829242199659 0.17404430359601974 0.06018448248505592 0.17649801075458527,7.0 0.7836685180664062 0.6771681010723114 0.14020071923732758 0.1432397961616516 0.4561712443828583,7.0 0.6855971813201904 0.3910284787416458 0.15540920943021774 0.045738667249679565 0.24242104589939117,9.0 0.6783038377761841 0.5991774052381516 0.18772605806589127 0.06653061509132385 0.16006289422512054,7.0 0.6579248905181885 0.15478860214352608 0.14088088274002075 0.0621064230799675 0.3531123399734497,7.0 0.6517792344093323 0.6458441847935319 0.18504003435373306 0.02690429799258709 0.14518313109874725,0.0 0.6503319144248962 0.5745024904608727 0.1772581711411476 0.047664836049079895 0.142813578248024,9.0 0.5938366055488586 0.5279263686388731 0.19970861822366714 0.052078280597925186 0.12962816655635834,7.0 0.5440562963485718 0.33006164990365505 0.1302492320537567 0.03682546690106392 0.26186472177505493"
1527,chittagong_night1_14760,11.0 0.6504742503166199 0.0006237626075744629 0.280932754278183 0.20112353563308716 0.7182121872901917
1528,sylhet2_6077,"0.0 0.9229933023452759 0.797884039580822 0.13505378365516663 0.20211602747440338 0.35967159271240234,0.0 0.8926180005073547 0.7297171093523502 0.15907027572393417 0.09850006550550461 0.20580334961414337,6.0 0.8615134358406067 0.5987993218004704 0.22624127566814423 0.11103134602308273 0.29553261399269104,7.0 0.8517970442771912 0.2929159998893738 0.03206920623779297 0.1706957221031189 0.9085801839828491,7.0 0.8351791501045227 0.6087473705410957 0.11314970254898071 0.10088120400905609 0.33095473051071167,7.0 0.8128757476806641 0.20230745151638985 0.06354793906211853 0.10078098624944687 0.577000081539154,7.0 0.7750363349914551 0.4826636603102088 0.1665082797408104 0.025969984009861946 0.13075493276119232,9.0 0.6273982524871826 0.5047478061169386 0.16561007499694824 0.042359355837106705 0.09903767704963684,6.0 0.6235998868942261 0.5686617009341717 0.22015828639268875 0.05619964748620987 0.17676500976085663,0.0 0.5654364824295044 0.7058481331914663 0.18001239374279976 0.03414611890912056 0.1061607226729393"
1529,chuadanga_sirajganj1_26820,6.0 0.6041407585144043 0.44152408093214035 0.4521020110696554 0.041246965527534485 0.03699760511517525
1530,sylhet3_944,"9.0 0.9437447190284729 0.3762693479657173 0.12219418585300446 0.15433178842067719 0.37087008357048035,0.0 0.9317508339881897 0.5386435724794865 0.13238143175840378 0.09828834980726242 0.21681027114391327,7.0 0.9216395020484924 0.22546186670660973 0.0954434722661972 0.07764149457216263 0.37213125824928284,7.0 0.83006352186203 0.14138784632086754 0.10247310250997543 0.0618346706032753 0.24756206572055817,9.0 0.7998017072677612 0.834680587053299 0.1404232531785965 0.14035874605178833 0.35494157671928406,3.0 0.7981302738189697 0.7767214514315128 0.16209754347801208 0.09281235188245773 0.16417613625526428,7.0 0.7534629106521606 0.9005022384226322 0.11570274829864502 0.0702999159693718 0.284636914730072,6.0 0.7425234317779541 0.6505291694775224 0.20562846586108208 0.02755756489932537 0.06939739733934402,7.0 0.6913542747497559 0.7144201118499041 0.17870454117655754 0.021077092736959457 0.09590188413858414,0.0 0.6738461256027222 0.6288549657911062 0.16824514418840408 0.029612351208925247 0.08819089829921722,7.0 0.5177727937698364 0.3765419237315655 0.019789643585681915 0.06694803386926651 0.17099003493785858"
1531,chittagong_bohoddarhat2_7080,"0.0 0.8293682932853699 0.4127013832330704 0.521498054265976 0.20646926760673523 0.4201257824897766,3.0 0.6581017374992371 0.21919025480747223 0.6114286072552204 0.10031405091285706 0.12449922412633896,9.0 0.5080525875091553 0.3258379027247429 0.6080097444355488 0.057985976338386536 0.12488403171300888"
1532,chittagong_bohoddarhat2_7670,"0.0 0.7392789125442505 0.38356552086770535 0.5465363413095474 0.030229855328798294 0.06464442610740662,6.0 0.5968524813652039 0.4386511202901602 0.5850420631468296 0.024752426892518997 0.06876491755247116,7.0 0.5091826319694519 0.6827661134302616 0.5853184089064598 0.05254440754652023 0.19368179142475128"
1533,dhaka4_4200,"7.0 0.926852285861969 0.1478579342365265 0.09346550703048706 0.37891340255737305 0.8969478607177734,9.0 0.9134779572486877 0.03941688686609268 0.27360668778419495 0.16407743096351624 0.46656543016433716,3.0 0.8062297105789185 0.6301814131438732 0.3216821625828743 0.10141900926828384 0.13982509076595306,7.0 0.6699354648590088 0.7800863608717918 0.20783238112926483 0.07597275078296661 0.3059847056865692,7.0 0.6271639466285706 0.5929409097880125 0.28772927075624466 0.03981069102883339 0.13520167768001556,3.0 0.575473427772522 0.6352570876479149 0.32259969413280487 0.09253139793872833 0.10694172978401184,7.0 0.5647798180580139 0.7346286755055189 0.22303205728530884 0.06211758032441139 0.2553238868713379,7.0 0.5489568710327148 0.8963263146579266 0.24758481234312057 0.03561554104089737 0.1870020180940628,9.0 0.5359331369400024 0.5001404043287039 0.314610343426466 0.030527401715517044 0.0832163468003273,9.0 0.5194663405418396 5.454942584037781e-05 0.24995127320289612 0.051111333072185516 0.7500486969947815"
1534,khulna3_667,"0.0 0.8799368739128113 0.4619205743074417 0.3754797950387001 0.07189598679542542 0.1846315711736679,9.0 0.7896917462348938 0.35259443521499634 0.3797072321176529 0.048727452754974365 0.13490405678749084,7.0 0.7373912930488586 0.6519893556833267 0.37696534395217896 0.3467293679714203 0.6173406839370728,0.0 0.7191706895828247 0.0006932392716407776 0.0 0.14664727449417114 0.9843186736106873,7.0 0.5447677969932556 0.5272622555494308 0.37636152654886246 0.0808810293674469 0.23204921185970306"
1535,khulna4_24510,"7.0 0.8761908411979675 0.7945665195584297 0.011266261339187622 0.20390759408473969 0.966206967830658,0.0 0.8625275492668152 0.5120747424662113 0.194601908326149 0.11224823445081711 0.26971563696861267,9.0 0.8276169896125793 0.63120754994452 0.2426697313785553 0.042642783373594284 0.1387094259262085,0.0 0.8148908019065857 0.6751918904483318 0.24594828858971596 0.042066194117069244 0.11664848774671555,0.0 0.7751932740211487 0.7878279909491539 0.21526936441659927 0.07155247032642365 0.18428878486156464,7.0 0.6526181101799011 0.46817641239613295 0.23183441162109375 0.02888050116598606 0.15786421298980713,0.0 0.6403178572654724 0.8518031910061836 0.01125401258468628 0.14819680154323578 0.9764196276664734"
1536,dhaka_night3_30385,0 0 0 0 0 0
